Position,Level,Salary
level,6.243,0
level,6.244,0
level,6.245,0
level,6.246,0
level,6.247,0
level,6.248,0
level,6.249,0
level,6.250,0
level,6.251,0
level,6.252,0
level,6.253,0
level,6.254,0
level,6.255,0
level,6.256,0
level,6.257,0
level,6.258,0
level,6.259,0
level,6.260,0
level,6.261,0
level,6.262,0
level,6.263,0
level,6.264,0
level,6.265,0
level,6.266,0
level,6.267,0
level,6.268,0
level,6.269,0
level,6.270,0
level,6.271,0
level,6.272,0
level,6.273,0
level,6.274,0
level,6.275,0
level,6.276,0
level,6.277,0
level,6.278,0
level,6.279,0
level,6.280,0
level,6.281,0
level,6.282,0
level,6.283,0
level,6.284,0
level,6.285,0
level,6.286,0
level,6.287,0
level,6.288,0
level,6.289,0
level,6.290,0
level,6.291,0
level,6.292,0
level,6.293,0
level,6.294,0
level,6.295,0
level,6.296,0
level,6.297,0
level,6.298,0
level,6.299,0
level,6.300,0
level,6.301,0
level,6.302,0
level,6.303,0
level,6.304,0
level,6.305,0
level,6.306,0
level,6.307,0
level,6.308,0
level,6.309,0
level,6.310,0
level,6.311,0
level,6.312,0
level,6.313,0
level,6.314,0
level,6.315,0
level,6.316,0
level,6.317,0
level,6.318,0
level,6.319,0
level,6.320,0
level,6.321,0
level,6.322,0
level,6.323,0
level,6.324,0
level,6.325,0
level,6.326,0
level,6.327,0
level,6.328,0
level,6.329,0
level,6.330,0
level,6.331,0
level,6.332,0
level,6.333,0
level,6.334,0
level,6.335,0
level,6.336,0
level,6.337,0
level,6.338,0
level,6.339,0
level,6.340,0
level,6.341,0
level,6.342,0
level,6.343,0
level,6.344,0
level,6.345,0
level,6.346,0
level,6.347,0
level,6.348,0
level,6.349,0
level,6.350,0
level,6.351,0
level,6.352,0
level,6.353,0
level,6.354,0
level,6.355,0
level,6.356,0
level,6.357,0
level,6.358,0
level,6.359,0
level,6.360,0
level,6.361,0
level,6.362,0
level,6.363,0
level,6.364,0
level,6.365,0
level,6.366,0
level,6.367,0
level,6.368,0
level,6.369,0
level,6.370,0
level,6.371,0
level,6.372,0
level,6.373,0
level,6.374,0
level,6.375,0
level,6.376,0
level,6.377,0
level,6.378,0
level,6.379,0
level,6.380,0
level,6.381,0
level,6.382,0
level,6.383,0
level,6.384,0
level,6.385,0
level,6.386,0
level,6.387,0
level,6.388,0
level,6.389,0
level,6.390,0
level,6.391,0
level,6.392,0
level,6.393,0
level,6.394,0
level,6.395,0
level,6.396,0
level,6.397,0
level,6.398,0
level,6.399,0
level,6.400,0
level,6.401,0
level,6.402,0
level,6.403,0
level,6.404,0
level,6.405,0
level,6.406,0
level,6.407,0
level,6.408,0
level,6.409,0
level,6.410,0
level,6.411,0
level,6.412,0
level,6.413,0
level,6.414,0
level,6.415,0
level,6.416,0
level,6.417,0
level,6.418,0
level,6.419,0
level,6.420,0
level,6.421,0
level,6.422,0
level,6.423,0
level,6.424,0
level,6.425,0
level,6.426,0
level,6.427,0
level,6.428,0
level,6.429,0
level,6.430,0
level,6.431,0
level,6.432,0
level,6.433,0
level,6.434,0
level,6.435,0
level,6.436,0
level,6.437,0
level,6.438,0
level,6.439,0
level,6.440,0
level,6.441,0
level,6.442,0
level,6.443,0
level,6.444,0
level,6.445,0
level,6.446,0
level,6.447,0
level,6.448,0
level,6.449,0
level,6.450,0
level,6.451,0
level,6.452,0
level,6.453,0
level,6.454,0
level,6.455,0
level,6.456,0
level,6.457,0
level,6.458,0
level,6.459,0
level,6.460,0
level,6.461,0
level,6.462,0
level,6.463,0
level,6.464,0
level,6.465,0
level,6.466,0
level,6.467,0
level,6.468,0
level,6.469,0
level,6.470,0
level,6.471,0
level,6.472,0
level,6.473,0
level,6.474,0
level,6.475,0
level,6.476,0
level,6.477,0
level,6.478,0
level,6.479,0
level,6.480,0
level,6.481,0
level,6.482,0
level,6.483,0
level,6.484,0
level,6.485,0
level,6.486,0
level,6.487,0
level,6.488,0
level,6.489,0
level,6.490,0
level,6.491,0
level,6.492,0
level,6.493,0
level,6.494,0
level,6.495,0
level,6.496,0
level,6.497,0
level,6.498,0
level,6.499,0
level,6.500,0
level,6.501,0
level,6.502,0
level,6.503,0
level,6.504,0
level,6.505,0
level,6.506,0
level,6.507,0
level,6.508,0
level,6.509,0
level,6.510,0
level,6.511,0
level,6.512,0
level,6.513,0
level,6.514,0
level,6.515,0
level,6.516,0
level,6.517,0
level,6.518,0
level,6.519,0
level,6.520,0
level,6.521,0
level,6.522,0
level,6.523,0
level,6.524,0
level,6.525,0
level,6.526,0
level,6.527,0
level,6.528,0
level,6.529,0
level,6.530,0
level,6.531,0
level,6.532,0
level,6.533,0
level,6.534,0
level,6.535,0
level,6.536,0
level,6.537,0
level,6.538,0
level,6.539,0
level,6.540,0
level,6.541,0
level,6.542,0
level,6.543,0
level,6.544,0
level,6.545,0
level,6.546,0
level,6.547,0
level,6.548,0
level,6.549,0
level,6.550,0
level,6.551,0
level,6.552,0
level,6.553,0
level,6.554,0
level,6.555,0
level,6.556,0
level,6.557,0
level,6.558,0
level,6.559,0
level,6.560,0
level,6.561,0
level,6.562,0
level,6.563,0
level,6.564,0
level,6.565,0
level,6.566,0
level,6.567,0
level,6.568,0
level,6.569,0
level,6.570,0
level,6.571,0
level,6.572,0
level,6.573,0
level,6.574,0
level,6.575,0
level,6.576,0
level,6.577,0
level,6.578,0
level,6.579,0
level,6.580,0
level,6.581,0
level,6.582,0
level,6.583,0
level,6.584,0
level,6.585,0
level,6.586,0
level,6.587,0
level,6.588,0
level,6.589,0
level,6.590,0
level,6.591,0
level,6.592,0
level,6.593,0
level,6.594,0
level,6.595,0
level,6.596,0
level,6.597,0
level,6.598,0
level,6.599,0
level,6.600,0
level,6.601,0
level,6.602,0
level,6.603,0
level,6.604,0
level,6.605,0
level,6.606,0
level,6.607,0
level,6.608,0
level,6.609,0
level,6.610,0
level,6.611,0
level,6.612,0
level,6.613,0
level,6.614,0
level,6.615,0
level,6.616,0
level,6.617,0
level,6.618,0
level,6.619,0
level,6.620,0
level,6.621,0
level,6.622,0
level,6.623,0
level,6.624,0
level,6.625,0
level,6.626,0
level,6.627,0
level,6.628,0
level,6.629,0
level,6.630,0
level,6.631,0
level,6.632,0
level,6.633,0
level,6.634,0
level,6.635,0
level,6.636,0
level,6.637,0
level,6.638,0
level,6.639,0
level,6.640,0
level,6.641,0
level,6.642,0
level,6.643,0
level,6.644,0
level,6.645,0
level,6.646,0
level,6.647,0
level,6.648,0
level,6.649,0
level,6.650,0
level,6.651,0
level,6.652,0
level,6.653,0
level,6.654,0
level,6.655,0
level,6.656,0
level,6.657,0
level,6.658,0
level,6.659,0
level,6.660,0
level,6.661,0
level,6.662,0
level,6.663,0
level,6.664,0
level,6.665,0
level,6.666,0
level,6.667,0
level,6.668,0
level,6.669,0
level,6.670,0
level,6.671,0
level,6.672,0
level,6.673,0
level,6.674,0
level,6.675,0
level,6.676,0
level,6.677,0
level,6.678,0
level,6.679,0
level,6.680,0
level,6.681,0
level,6.682,0
level,6.683,0
level,6.684,0
level,6.685,0
level,6.686,0
level,6.687,0
level,6.688,0
level,6.689,0
level,6.690,0
level,6.691,0
level,6.692,0
level,6.693,0
level,6.694,0
level,6.695,0
level,6.696,0
level,6.697,0
level,6.698,0
level,6.699,0
level,6.700,0
level,6.701,0
level,6.702,0
level,6.703,0
level,6.704,0
level,6.705,0
level,6.706,0
level,6.707,0
level,6.708,0
level,6.709,0
level,6.710,0
level,6.711,0
level,6.712,0
level,6.713,0
level,6.714,0
level,6.715,0
level,6.716,0
level,6.717,0
level,6.718,0
level,6.719,0
level,6.720,0
level,6.721,0
level,6.722,0
level,6.723,0
level,6.724,0
level,6.725,0
level,6.726,0
level,6.727,0
level,6.728,0
level,6.729,0
level,6.730,0
level,6.731,0
level,6.732,0
level,6.733,0
level,6.734,0
level,6.735,0
level,6.736,0
level,6.737,0
level,6.738,0
level,6.739,0
level,6.740,0
level,6.741,0
level,6.742,0
level,6.743,0
level,6.744,0
level,6.745,0
level,6.746,0
level,6.747,0
level,6.748,0
level,6.749,0
level,6.750,0
level,6.751,0
level,6.752,0
level,6.753,0
level,6.754,0
level,6.755,0
level,6.756,0
level,6.757,0
level,6.758,0
level,6.759,0
level,6.760,0
level,6.761,0
level,6.762,0
level,6.763,0
level,6.764,0
level,6.765,0
level,6.766,0
level,6.767,0
level,6.768,0
level,6.769,0
level,6.770,0
level,6.771,0
level,6.772,0
level,6.773,0
level,6.774,0
level,6.775,0
level,6.776,0
level,6.777,0
level,6.778,0
level,6.779,0
level,6.780,0
level,6.781,0
level,6.782,0
level,6.783,0
level,6.784,0
level,6.785,0
level,6.786,0
level,6.787,0
level,6.788,0
level,6.789,0
level,6.790,0
level,6.791,0
level,6.792,0
level,6.793,0
level,6.794,0
level,6.795,0
level,6.796,0
level,6.797,0
level,6.798,0
level,6.799,0
level,6.800,0
level,6.801,0
level,6.802,0
level,6.803,0
level,6.804,0
level,6.805,0
level,6.806,0
level,6.807,0
level,6.808,0
level,6.809,0
level,6.810,0
level,6.811,0
level,6.812,0
level,6.813,0
level,6.814,0
level,6.815,0
level,6.816,0
level,6.817,0
level,6.818,0
level,6.819,0
level,6.820,0
level,6.821,0
level,6.822,0
level,6.823,0
level,6.824,0
level,6.825,0
level,6.826,0
level,6.827,0
level,6.828,0
level,6.829,0
level,6.830,0
level,6.831,0
level,6.832,0
level,6.833,0
level,6.834,0
level,6.835,0
level,6.836,0
level,6.837,0
level,6.838,0
level,6.839,0
level,6.840,0
level,6.841,0
level,6.842,0
level,6.843,0
level,6.844,0
level,6.845,0
level,6.846,0
level,6.847,0
level,6.848,0
level,6.849,0
level,6.850,0
level,6.851,0
level,6.852,0
level,6.853,0
level,6.854,0
level,6.855,0
level,6.856,0
level,6.857,0
level,6.858,0
level,6.859,0
level,6.860,0
level,6.861,0
level,6.862,0
level,6.863,0
level,6.864,0
level,6.865,0
level,6.866,0
level,6.867,0
level,6.868,0
level,6.869,0
level,6.870,0
level,6.871,0
level,6.872,0
level,6.873,0
level,6.874,0
level,6.875,0
level,6.876,0
level,6.877,0
level,6.878,0
level,6.879,0
level,6.880,0
level,6.881,0
level,6.882,0
level,6.883,0
level,6.884,0
level,6.885,0
level,6.886,0
level,6.887,0
level,6.888,0
level,6.889,0
level,6.890,0
level,6.891,0
level,6.892,0
level,6.893,0
level,6.894,0
level,6.895,0
level,6.896,0
level,6.897,0
level,6.898,0
level,6.899,0
level,6.900,0
level,6.901,0
level,6.902,0
level,6.903,0
level,6.904,0
level,6.905,0
level,6.906,0
level,6.907,0
level,6.908,0
level,6.909,0
level,6.910,0
level,6.911,0
level,6.912,0
level,6.913,0
level,6.914,0
level,6.915,0
level,6.916,0
level,6.917,0
level,6.918,0
level,6.919,0
level,6.920,0
level,6.921,0
level,6.922,0
level,6.923,0
level,6.924,0
level,6.925,0
level,6.926,0
level,6.927,0
level,6.928,0
level,6.929,0
level,6.930,0
level,6.931,0
level,6.932,0
level,6.933,0
level,6.934,0
level,6.935,0
level,6.936,0
level,6.937,0
level,6.938,0
level,6.939,0
level,6.940,0
level,6.941,0
level,6.942,0
level,6.943,0
level,6.944,0
level,6.945,0
level,6.946,0
level,6.947,0
level,6.948,0
level,6.949,0
level,6.950,0
level,6.951,0
level,6.952,0
level,6.953,0
level,6.954,0
level,6.955,0
level,6.956,0
level,6.957,0
level,6.958,0
level,6.959,0
level,6.960,0
level,6.961,0
level,6.962,0
level,6.963,0
level,6.964,0
level,6.965,0
level,6.966,0
level,6.967,0
level,6.968,0
level,6.969,0
level,6.970,0
level,6.971,0
level,6.972,0
level,6.973,0
level,6.974,0
level,6.975,0
level,6.976,0
level,6.977,0
level,6.978,0
level,6.979,0
level,6.980,0
level,6.981,0
level,6.982,0
level,6.983,0
level,6.984,0
level,6.985,0
level,6.986,0
level,6.987,0
level,6.988,0
level,6.989,0
level,6.990,0
level,6.991,0
level,6.992,0
level,6.993,0
level,6.994,0
level,6.995,0
level,6.996,0
level,6.997,0
level,6.998,0
level,6.999,0
level,7.000,0
level,7.001,0
level,7.002,0
level,7.003,0
level,7.004,0
level,7.005,0
level,7.006,0
level,7.007,0
level,7.008,0
level,7.009,0
level,7.010,0
level,7.011,0
level,7.012,0
level,7.013,0
level,7.014,0
level,7.015,0
level,7.016,0
level,7.017,0
level,7.018,0
level,7.019,0
level,7.020,0
level,7.021,0
level,7.022,0
level,7.023,0
level,7.024,0
level,7.025,0
level,7.026,0
level,7.027,0
level,7.028,0
level,7.029,0
level,7.030,0
level,7.031,0
level,7.032,0
level,7.033,0
level,7.034,0
level,7.035,0
level,7.036,0
level,7.037,0
level,7.038,0
level,7.039,0
level,7.040,0
level,7.041,0
level,7.042,0
level,7.043,0
level,7.044,0
level,7.045,0
level,7.046,0
level,7.047,0
level,7.048,0
level,7.049,0
level,7.050,0
level,7.051,0
level,7.052,0
level,7.053,0
level,7.054,0
level,7.055,0
level,7.056,0
level,7.057,0
level,7.058,0
level,7.059,0
level,7.060,0
level,7.061,0
level,7.062,0
level,7.063,0
level,7.064,0
level,7.065,0
level,7.066,0
level,7.067,0
level,7.068,0
level,7.069,0
level,7.070,0
level,7.071,0
level,7.072,0
level,7.073,0
level,7.074,0
level,7.075,0
level,7.076,0
level,7.077,0
level,7.078,0
level,7.079,0
level,7.080,0
level,7.081,0
level,7.082,0
level,7.083,0
level,7.084,0
level,7.085,0
level,7.086,0
level,7.087,0
level,7.088,0
level,7.089,0
level,7.090,0
level,7.091,0
level,7.092,0
level,7.093,0
level,7.094,0
level,7.095,0
level,7.096,0
level,7.097,0
level,7.098,0
level,7.099,0
level,7.100,0
level,7.101,0
level,7.102,0
level,7.103,0
level,7.104,0
level,7.105,0
level,7.106,0
level,7.107,0
level,7.108,0
level,7.109,0
level,7.110,0
level,7.111,0
level,7.112,0
level,7.113,0
level,7.114,0
level,7.115,0
level,7.116,0
level,7.117,0
level,7.118,0
level,7.119,0
level,7.120,0
level,7.121,0
level,7.122,0
level,7.123,0
level,7.124,0
level,7.125,0
level,7.126,0
level,7.127,0
level,7.128,0
level,7.129,0
level,7.130,0
level,7.131,0
level,7.132,0
level,7.133,0
level,7.134,0
level,7.135,0
level,7.136,0
level,7.137,0
level,7.138,0
level,7.139,0
level,7.140,0
level,7.141,0
level,7.142,0
level,7.143,0
level,7.144,0
level,7.145,0
level,7.146,0
level,7.147,0
level,7.148,0
level,7.149,0
level,7.150,0
level,7.151,0
level,7.152,0
level,7.153,0
level,7.154,0
level,7.155,0
level,7.156,0
level,7.157,0
level,7.158,0
level,7.159,0
level,7.160,0
level,7.161,0
level,7.162,0
level,7.163,0
level,7.164,0
level,7.165,0
level,7.166,0
level,7.167,0
level,7.168,0
level,7.169,0
level,7.170,0
level,7.171,0
level,7.172,0
level,7.173,0
level,7.174,0
level,7.175,0
level,7.176,0
level,7.177,0
level,7.178,0
level,7.179,0
level,7.180,0
level,7.181,0
level,7.182,0
level,7.183,0
level,7.184,0
level,7.185,0
level,7.186,0
level,7.187,0
level,7.188,0
level,7.189,0
level,7.190,0
level,7.191,0
level,7.192,0
level,7.193,0
level,7.194,0
level,7.195,0
level,7.196,0
level,7.197,0
level,7.198,0
level,7.199,0
level,7.200,0
level,7.201,0
level,7.202,0
level,7.203,0
level,7.204,0
level,7.205,0
level,7.206,0
level,7.207,0
level,7.208,0
level,7.209,0
level,7.210,0
level,7.211,0
level,7.212,0
level,7.213,0
level,7.214,0
level,7.215,0
level,7.216,0
level,7.217,0
level,7.218,0
level,7.219,0
level,7.220,0
level,7.221,0
level,7.222,0
level,7.223,0
level,7.224,0
level,7.225,0
level,7.226,0
level,7.227,0
level,7.228,0
level,7.229,0
level,7.230,0
level,7.231,0
level,7.232,0
level,7.233,0
level,7.234,0
level,7.235,0
level,7.236,0
level,7.237,0
level,7.238,0
level,7.239,0
level,7.240,0
level,7.241,0
level,7.242,0
level,7.243,0
level,7.244,0
level,7.245,0
level,7.246,0
level,7.247,0
level,7.248,0
level,7.249,0
level,7.250,0
level,7.251,0
level,7.252,0
level,7.253,0
level,7.254,0
level,7.255,0
level,7.256,0
level,7.257,0
level,7.258,0
level,7.259,0
level,7.260,0
level,7.261,0
level,7.262,0
level,7.263,0
level,7.264,0
level,7.265,0
level,7.266,0
level,7.267,0
level,7.268,0
level,7.269,0
level,7.270,0
level,7.271,0
level,7.272,0
level,7.273,0
level,7.274,0
level,7.275,0
level,7.276,0
level,7.277,0
level,7.278,0
level,7.279,0
level,7.280,0
level,7.281,0
level,7.282,0
level,7.283,0
level,7.284,0
level,7.285,0
level,7.286,0
level,7.287,0
level,7.288,0
level,7.289,0
level,7.290,0
level,7.291,0
level,7.292,0
level,7.293,0
level,7.294,0
level,7.295,0
level,7.296,0
level,7.297,0
level,7.298,0
level,7.299,0
level,7.300,0
level,7.301,0
level,7.302,0
level,7.303,0
level,7.304,0
level,7.305,0
level,7.306,0
level,7.307,0
level,7.308,0
level,7.309,0
level,7.310,0
level,7.311,0
level,7.312,0
level,7.313,0
level,7.314,0
level,7.315,0
level,7.316,0
level,7.317,0
level,7.318,0
level,7.319,0
level,7.320,0
level,7.321,0
level,7.322,0
level,7.323,0
level,7.324,0
level,7.325,0
level,7.326,0
level,7.327,0
level,7.328,0
level,7.329,0
level,7.330,0
level,7.331,0
level,7.332,0
level,7.333,0
level,7.334,0
level,7.335,0
level,7.336,0
level,7.337,0
level,7.338,0
level,7.339,0
level,7.340,0
level,7.341,0
level,7.342,0
level,7.343,0
level,7.344,0
level,7.345,0
level,7.346,0
level,7.347,0
level,7.348,0
level,7.349,0
level,7.350,0
level,7.351,0
level,7.352,0
level,7.353,0
level,7.354,0
level,7.355,0
level,7.356,0
level,7.357,0
level,7.358,0
level,7.359,0
level,7.360,0
level,7.361,0
level,7.362,0
level,7.363,0
level,7.364,0
level,7.365,0
level,7.366,0
level,7.367,0
level,7.368,0
level,7.369,0
level,7.370,0
level,7.371,0
level,7.372,0
level,7.373,0
level,7.374,0
level,7.375,0
level,7.376,0
level,7.377,0
level,7.378,0
level,7.379,0
level,7.380,0
level,7.381,0
level,7.382,0
level,7.383,0
level,7.384,0
level,7.385,0
level,7.386,0
level,7.387,0
level,7.388,0
level,7.389,0
level,7.390,0
level,7.391,0
level,7.392,0
level,7.393,0
level,7.394,0
level,7.395,0
level,7.396,0
level,7.397,0
level,7.398,0
level,7.399,0
level,7.400,0
level,7.401,0
level,7.402,0
level,7.403,0
level,7.404,0
level,7.405,0
level,7.406,0
level,7.407,0
level,7.408,0
level,7.409,0
level,7.410,0
level,7.411,0
level,7.412,0
level,7.413,0
level,7.414,0
level,7.415,0
level,7.416,0
level,7.417,0
level,7.418,0
level,7.419,0
level,7.420,0
level,7.421,0
level,7.422,0
level,7.423,0
level,7.424,0
level,7.425,0
level,7.426,0
level,7.427,0
level,7.428,0
level,7.429,0
level,7.430,0
level,7.431,0
level,7.432,0
level,7.433,0
level,7.434,0
level,7.435,0
level,7.436,0
level,7.437,0
level,7.438,0
level,7.439,0
level,7.440,0
level,7.441,0
level,7.442,0
level,7.443,0
level,7.444,0
level,7.445,0
level,7.446,0
level,7.447,0
level,7.448,0
level,7.449,0
level,7.450,0
level,7.451,0
level,7.452,0
level,7.453,0
level,7.454,0
level,7.455,0
level,7.456,0
level,7.457,0
level,7.458,0
level,7.459,0
level,7.460,0
level,7.461,0
level,7.462,0
level,7.463,0
level,7.464,0
level,7.465,0
level,7.466,0
level,7.467,0
level,7.468,0
level,7.469,0
level,7.470,0
level,7.471,0
level,7.472,0
level,7.473,0
level,7.474,0
level,7.475,0
level,7.476,0
level,7.477,0
level,7.478,0
level,7.479,0
level,7.480,0
level,7.481,0
level,7.482,0
level,7.483,0
level,7.484,0
level,7.485,0
level,7.486,0
level,7.487,0
level,7.488,0
level,7.489,0
level,7.490,0
level,7.491,0
level,7.492,0
level,7.493,0
level,7.494,0
level,7.495,0
level,7.496,0
level,7.497,0
level,7.498,0
level,7.499,0
level,7.500,0
level,7.501,0
level,7.502,0
level,7.503,0
level,7.504,0
level,7.505,0
level,7.506,0
level,7.507,0
level,7.508,0
level,7.509,0
level,7.510,0
level,7.511,0
level,7.512,0
level,7.513,0
level,7.514,0
level,7.515,0
level,7.516,0
level,7.517,0
level,7.518,0
level,7.519,0
level,7.520,0
level,7.521,0
level,7.522,0
level,7.523,0
level,7.524,0
level,7.525,0
level,7.526,0
level,7.527,0
level,7.528,0
level,7.529,0
level,7.530,0
level,7.531,0
level,7.532,0
level,7.533,0
level,7.534,0
level,7.535,0
level,7.536,0
level,7.537,0
level,7.538,0
level,7.539,0
level,7.540,0
level,7.541,0
level,7.542,0
level,7.543,0
level,7.544,0
level,7.545,0
level,7.546,0
level,7.547,0
level,7.548,0
level,7.549,0
level,7.550,0
level,7.551,0
level,7.552,0
level,7.553,0
level,7.554,0
level,7.555,0
level,7.556,0
level,7.557,0
level,7.558,0
level,7.559,0
level,7.560,0
level,7.561,0
level,7.562,0
level,7.563,0
level,7.564,0
level,7.565,0
level,7.566,0
level,7.567,0
level,7.568,0
level,7.569,0
level,7.570,0
level,7.571,0
level,7.572,0
level,7.573,0
level,7.574,0
level,7.575,0
level,7.576,0
level,7.577,0
level,7.578,0
level,7.579,0
level,7.580,0
level,7.581,0
level,7.582,0
level,7.583,0
level,7.584,0
level,7.585,0
level,7.586,0
level,7.587,0
level,7.588,0
level,7.589,0
level,7.590,0
level,7.591,0
level,7.592,0
level,7.593,0
level,7.594,0
level,7.595,0
level,7.596,0
level,7.597,0
level,7.598,0
level,7.599,0
level,7.600,0
level,7.601,0
level,7.602,0
level,7.603,0
level,7.604,0
level,7.605,0
level,7.606,0
level,7.607,0
level,7.608,0
level,7.609,0
level,7.610,0
level,7.611,0
level,7.612,0
level,7.613,0
level,7.614,0
level,7.615,0
level,7.616,0
level,7.617,0
level,7.618,0
level,7.619,0
level,7.620,0
level,7.621,0
level,7.622,0
level,7.623,0
level,7.624,0
level,7.625,0
level,7.626,0
level,7.627,0
level,7.628,0
level,7.629,0
level,7.630,0
level,7.631,0
level,7.632,0
level,7.633,0
level,7.634,0
level,7.635,0
level,7.636,0
level,7.637,0
level,7.638,0
level,7.639,0
level,7.640,0
level,7.641,0
level,7.642,0
level,7.643,0
level,7.644,0
level,7.645,0
level,7.646,0
level,7.647,0
level,7.648,0
level,7.649,0
level,7.650,0
level,7.651,0
level,7.652,0
level,7.653,0
level,7.654,0
level,7.655,0
level,7.656,0
level,7.657,0
level,7.658,0
level,7.659,0
level,7.660,0
level,7.661,0
level,7.662,0
level,7.663,0
level,7.664,0
level,7.665,0
level,7.666,0
level,7.667,0
level,7.668,0
level,7.669,0
level,7.670,0
level,7.671,0
level,7.672,0
level,7.673,0
level,7.674,0
level,7.675,0
level,7.676,0
level,7.677,0
level,7.678,0
level,7.679,0
level,7.680,0
level,7.681,0
level,7.682,0
level,7.683,0
level,7.684,0
level,7.685,0
level,7.686,0
level,7.687,0
level,7.688,0
level,7.689,0
level,7.690,0
level,7.691,0
level,7.692,0
level,7.693,0
level,7.694,0
level,7.695,0
level,7.696,0
level,7.697,0
level,7.698,0
level,7.699,0
level,7.700,0
level,7.701,0
level,7.702,0
level,7.703,0
level,7.704,0
level,7.705,0
level,7.706,0
level,7.707,0
level,7.708,0
level,7.709,0
level,7.710,0
level,7.711,0
level,7.712,0
level,7.713,0
level,7.714,0
level,7.715,0
level,7.716,0
level,7.717,0
level,7.718,0
level,7.719,0
level,7.720,0
level,7.721,0
level,7.722,0
level,7.723,0
level,7.724,0
level,7.725,0
level,7.726,0
level,7.727,0
level,7.728,0
level,7.729,0
level,7.730,0
level,7.731,0
level,7.732,0
level,7.733,0
level,7.734,0
level,7.735,0
level,7.736,0
level,7.737,0
level,7.738,0
level,7.739,0
level,7.740,0
level,7.741,0
level,7.742,0
level,7.743,0
level,7.744,0
level,7.745,0
level,7.746,0
level,7.747,0
level,7.748,0
level,7.749,0
level,7.750,0
level,7.751,0
level,7.752,0
level,7.753,0
level,7.754,0
level,7.755,0
level,7.756,0
level,7.757,0
level,7.758,0
level,7.759,0
level,7.760,0
level,7.761,0
level,7.762,0
level,7.763,0
level,7.764,0
level,7.765,0
level,7.766,0
level,7.767,0
level,7.768,0
level,7.769,0
level,7.770,0
level,7.771,0
level,7.772,0
level,7.773,0
level,7.774,0
level,7.775,0
level,7.776,0
level,7.777,0
level,7.778,0
level,7.779,0
level,7.780,0
level,7.781,0
level,7.782,0
level,7.783,0
level,7.784,0
level,7.785,0
level,7.786,0
level,7.787,0
level,7.788,0
level,7.789,0
level,7.790,0
level,7.791,0
level,7.792,0
level,7.793,0
level,7.794,0
level,7.795,0
level,7.796,0
level,7.797,0
level,7.798,0
level,7.799,0
level,7.800,0
level,7.801,0
level,7.802,0
level,7.803,0
level,7.804,0
level,7.805,0
level,7.806,0
level,7.807,0
level,7.808,0
level,7.809,0
level,7.810,0
level,7.811,0
level,7.812,0
level,7.813,0
level,7.814,0
level,7.815,0
level,7.816,0
level,7.817,0
level,7.818,0
level,7.819,0
level,7.820,0
level,7.821,0
level,7.822,0
level,7.823,0
level,7.824,0
level,7.825,0
level,7.826,0
level,7.827,0
level,7.828,0
level,7.829,0
level,7.830,0
level,7.831,0
level,7.832,0
level,7.833,0
level,7.834,0
level,7.835,0
level,7.836,0
level,7.837,0
level,7.838,0
level,7.839,0
level,7.840,0
level,7.841,0
level,7.842,0
level,7.843,0
level,7.844,0
level,7.845,0
level,7.846,0
level,7.847,0
level,7.848,0
level,7.849,0
level,7.850,0
level,7.851,0
level,7.852,0
level,7.853,0
level,7.854,0
level,7.855,0
level,7.856,0
level,7.857,0
level,7.858,0
level,7.859,0
level,7.860,0
level,7.861,0
level,7.862,0
level,7.863,0
level,7.864,0
level,7.865,0
level,7.866,0
level,7.867,0
level,7.868,0
level,7.869,0
level,7.870,0
level,7.871,0
level,7.872,0
level,7.873,0
level,7.874,0
level,7.875,0
level,7.876,0
level,7.877,0
level,7.878,0
level,7.879,0
level,7.880,0
level,7.881,0
level,7.882,0
level,7.883,0
level,7.884,0
level,7.885,0
level,7.886,0
level,7.887,0
level,7.888,0
level,7.889,0
level,7.890,0
level,7.891,0
level,7.892,0
level,7.893,0
level,7.894,0
level,7.895,0
level,7.896,0
level,7.897,0
level,7.898,0
level,7.899,0
level,7.900,0
level,7.901,0
level,7.902,0
level,7.903,0
level,7.904,0
level,7.905,0
level,7.906,0
level,7.907,0
level,7.908,0
level,7.909,0
level,7.910,0
level,7.911,0
level,7.912,0
level,7.913,0
level,7.914,0
level,7.915,0
level,7.916,0
level,7.917,0
level,7.918,0
level,7.919,0
level,7.920,0
level,7.921,0
level,7.922,0
level,7.923,0
level,7.924,0
level,7.925,0
level,7.926,0
level,7.927,0
level,7.928,0
level,7.929,0
level,7.930,0
level,7.931,0
level,7.932,0
level,7.933,0
level,7.934,0
level,7.935,0
level,7.936,0
level,7.937,0
level,7.938,0
level,7.939,0
level,7.940,0
level,7.941,0
level,7.942,0
level,7.943,0
level,7.944,0
level,7.945,0
level,7.946,0
level,7.947,0
level,7.948,0
level,7.949,0
level,7.950,0
level,7.951,0
level,7.952,0
level,7.953,0
level,7.954,0
level,7.955,0
level,7.956,0
level,7.957,0
level,7.958,0
level,7.959,0
level,7.960,0
level,7.961,0
level,7.962,0
level,7.963,0
level,7.964,0
level,7.965,0
level,7.966,0
level,7.967,0
level,7.968,0
level,7.969,0
level,7.970,0
level,7.971,0
level,7.972,0
level,7.973,0
level,7.974,0
level,7.975,0
level,7.976,0
level,7.977,0
level,7.978,0
level,7.979,0
level,7.980,0
level,7.981,0
level,7.982,0
level,7.983,0
level,7.984,0
level,7.985,0
level,7.986,0
level,7.987,0
level,7.988,0
level,7.989,0
level,7.990,0
